="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)"
="L3_vol_ma60",="0.004",="0.005",="0.001",="-0.001",="-0.005",="-0.008",="-0.007",="-0.006",="-0.009",="-0.009",="-0.009",="-0.007",="-0.009",="-0.003",="-0.003",="-0.004",="-0.008",="-0.006",="-0.004",="-0.003",="-0.004"
="",="(0.003)",="(0.004)",="(0.004)",="(0.004)",="(0.005)",="(0.005)",="(0.008)",="(0.006)",="(0.007)",="(0.007)",="(0.006)",="(0.007)",="(0.007)",="(0.008)",="(0.008)",="(0.007)",="(0.008)",="(0.008)",="(0.008)",="(0.008)",="(0.008)"
="L4_vol_ma60",="-0.001",="-0.004",="-0.008",="-0.012**",="-0.016***",="-0.016**",="-0.013**",="-0.013*",="-0.015**",="-0.014**",="-0.014*",="-0.016**",="-0.009",="-0.007",="-0.010",="-0.014**",="-0.014*",="-0.010",="-0.009",="-0.009",="-0.008"
="",="(0.004)",="(0.004)",="(0.005)",="(0.005)",="(0.005)",="(0.008)",="(0.006)",="(0.007)",="(0.007)",="(0.006)",="(0.008)",="(0.006)",="(0.008)",="(0.007)",="(0.008)",="(0.007)",="(0.008)",="(0.007)",="(0.009)",="(0.007)",="(0.008)"
="L5_vol_ma60",="-0.002",="-0.005",="-0.012**",="-0.015***",="-0.015**",="-0.010*",="-0.012*",="-0.013*",="-0.010",="-0.009",="-0.011",="-0.004",="-0.003",="-0.004",="-0.007",="-0.007",="-0.003",="-0.003",="-0.003",="-0.002",="-0.006"
="",="(0.004)",="(0.005)",="(0.005)",="(0.005)",="(0.007)",="(0.006)",="(0.007)",="(0.007)",="(0.006)",="(0.007)",="(0.007)",="(0.008)",="(0.008)",="(0.008)",="(0.008)",="(0.008)",="(0.008)",="(0.010)",="(0.008)",="(0.010)",="(0.008)"
="L6_vol_ma60",="-0.004",="-0.010**",="-0.014***",="-0.015*",="-0.011*",="-0.013*",="-0.012*",="-0.009",="-0.006",="-0.009",="-0.002",="-0.002",="-0.002",="-0.006",="-0.007",="-0.004",="-0.003",="-0.002",="-0.000",="-0.005",="-0.007"
="",="(0.004)",="(0.005)",="(0.005)",="(0.008)",="(0.006)",="(0.007)",="(0.006)",="(0.006)",="(0.007)",="(0.007)",="(0.008)",="(0.007)",="(0.008)",="(0.007)",="(0.008)",="(0.007)",="(0.010)",="(0.007)",="(0.010)",="(0.008)",="(0.011)"
="L7_vol_ma60",="-0.002",="-0.006**",="-0.006",="-0.000",="-0.004",="-0.005",="-0.003",="-0.000",="-0.004",="0.002",="0.003",="-0.000",="-0.004",="-0.005",="-0.002",="-0.003",="-0.004",="-0.003",="-0.009",="-0.010",="-0.012"
="",="(0.004)",="(0.003)",="(0.007)",="(0.005)",="(0.006)",="(0.006)",="(0.006)",="(0.007)",="(0.007)",="(0.007)",="(0.007)",="(0.007)",="(0.007)",="(0.006)",="(0.007)",="(0.007)",="(0.007)",="(0.008)",="(0.008)",="(0.009)",="(0.010)"
="L8_vol_ma60",="-0.002",="-0.002",="0.002",="-0.000",="-0.000",="0.004",="0.006",="0.003",="0.010",="0.011",="0.007",="0.003",="0.002",="0.005",="0.005",="0.005",="0.005",="-0.001",="-0.003",="-0.006",="-0.006"
="",="(0.003)",="(0.005)",="(0.006)",="(0.005)",="(0.007)",="(0.006)",="(0.008)",="(0.007)",="(0.009)",="(0.008)",="(0.007)",="(0.008)",="(0.007)",="(0.008)",="(0.007)",="(0.008)",="(0.007)",="(0.008)",="(0.008)",="(0.008)",="(0.009)"
="L1_vix",="-0.134***",="-0.103***",="-0.100***",="-0.055*",="-0.049",="-0.048",="-0.044",="-0.048",="-0.094**",="-0.128***",="-0.154***",="-0.127***",="-0.095*",="-0.082*",="-0.079",="-0.080*",="-0.104*",="-0.108**",="-0.112",="-0.125**",="-0.127*"
="",="(0.021)",="(0.022)",="(0.029)",="(0.030)",="(0.035)",="(0.030)",="(0.039)",="(0.034)",="(0.039)",="(0.038)",="(0.041)",="(0.042)",="(0.049)",="(0.043)",="(0.055)",="(0.045)",="(0.061)",="(0.047)",="(0.069)",="(0.054)",="(0.065)"
="L2_vix",="0.138***",="0.104***",="0.134***",="0.110***",="0.109***",="0.108***",="0.095**",="0.062",="0.073",="0.071*",="0.118**",="0.123***",="0.116**",="0.109**",="0.111*",="0.084",="0.102",="0.105",="0.093",="0.094",="0.135"
="",="(0.028)",="(0.026)",="(0.035)",="(0.034)",="(0.042)",="(0.037)",="(0.048)",="(0.041)",="(0.052)",="(0.043)",="(0.055)",="(0.048)",="(0.058)",="(0.054)",="(0.067)",="(0.064)",="(0.074)",="(0.074)",="(0.079)",="(0.070)",="(0.082)"
="L3_vix",="-0.043",="-0.009",="-0.020",="-0.024",="-0.020",="-0.034",="-0.065",="-0.061",="-0.064",="-0.013",="-0.005",="-0.017",="-0.035",="-0.043",="-0.065",="-0.047",="-0.048",="-0.055",="-0.047",="-0.003",="-0.025"
="",="(0.028)",="(0.023)",="(0.035)",="(0.028)",="(0.038)",="(0.033)",="(0.040)",="(0.038)",="(0.044)",="(0.039)",="(0.047)",="(0.044)",="(0.053)",="(0.051)",="(0.061)",="(0.056)",="(0.073)",="(0.060)",="(0.069)",="(0.061)",="(0.081)"
="L4_vix",="0.049**",="0.034",="0.039",="0.036",="0.019",="-0.006",="0.000",="0.000",="0.044",="0.066*",="0.055",="0.048",="0.044",="0.034",="0.036",="0.034",="0.032",="0.038",="0.072",="0.052",="0.039"
